customer_id,gender,senior_citizen,partner,tenure_months,contract,internet_service,online_security,tech_support,paperless_billing,payment_method,monthly_charges,total_charges,churn
CUST00881,Male,0,Yes,19,One year,DSL,No,No,No,Electronic check,31.67,590.01,No
CUST00882,Male,0,Yes,8,Month-to-month,Fiber optic,No internet service,No,No,Credit card,120.0,905.47,Yes
CUST00883,Female,0,No,72,Month-to-month,Fiber optic,No,No internet service,Yes,Electronic check,84.58,5636.22,No
CUST00884,Female,0,No,13,One year,Fiber optic,No,No,Yes,Bank transfer,58.32,753.06,No
CUST00885,Male,0,No,13,Month-to-month,Fiber optic,No,No internet service,No,Bank transfer,86.73,1086.6,No
CUST00886,Male,0,Yes,16,One year,DSL,Yes,No internet service,No,Electronic check,61.89,971.0,No
CUST00887,Male,1,No,49,Month-to-month,DSL,No,No internet service,Yes,Electronic check,86.68,3832.99,No
CUST00888,Male,0,No,32,Month-to-month,No,No,Yes,Yes,Credit card,68.98,2061.53,No
CUST00889,Male,0,Yes,11,Month-to-month,DSL,No internet service,No,No,Mailed check,67.28,700.03,No
CUST00890,Female,0,Yes,25,One year,No,No,No,Yes,Electronic check,62.16,1489.89,No
CUST00891,Male,0,No,17,Two year,DSL,No,No,Yes,Bank transfer,28.82,450.25,No
CUST00892,Female,0,No,13,Two year,No,Yes,No,No,Credit card,113.45,1400.81,No
CUST00893,Male,0,Yes,4,Month-to-month,Fiber optic,No internet service,No internet service,Yes,Bank transfer,41.46,160.63,Yes
CUST00894,Male,0,Yes,12,One year,Fiber optic,No,No,No,Electronic check,31.0,347.67,No
CUST00895,Male,0,No,5,Month-to-month,DSL,No internet service,No,No,Electronic check,59.68,289.19,No
CUST00896,Male,0,Yes,49,Month-to-month,DSL,No,Yes,Yes,Bank transfer,40.96,1884.54,Yes
CUST00897,Male,0,Yes,8,Two year,DSL,Yes,Yes,Yes,Bank transfer,63.71,482.64,No
CUST00898,Male,0,No,60,Month-to-month,DSL,No internet service,No,Yes,Bank transfer,82.19,4504.49,No
CUST00899,Female,0,No,15,Month-to-month,DSL,No,Yes,Yes,Credit card,89.88,1301.18,Yes
CUST00900,Male,0,No,19,Month-to-month,Fiber optic,No,Yes,No,Mailed check,85.37,1496.21,No
CUST00901,Male,0,Yes,15,Month-to-month,Fiber optic,Yes,No,Yes,Electronic check,57.36,845.67,No
CUST00902,Male,0,No,2,Month-to-month,Fiber optic,No internet service,Yes,No,Credit card,66.24,126.56,No
CUST00903,Male,0,No,9,One year,Fiber optic,No,Yes,No,Mailed check,75.2,647.04,No
CUST00904,Male,1,No,2,Month-to-month,Fiber optic,No,No internet service,Yes,Bank transfer,21.06,41.75,Yes
CUST00905,Male,0,Yes,19,Two year,Fiber optic,No internet service,No internet service,No,Credit card,79.26,1380.56,No
CUST00906,Male,0,Yes,11,Two year,Fiber optic,No,No,No,Credit card,28.57,299.51,No
CUST00907,Female,0,Yes,30,Month-to-month,Fiber optic,Yes,No,No,Bank transfer,116.01,3265.29,Yes
CUST00908,Female,0,No,4,Month-to-month,No,No,No internet service,Yes,Electronic check,54.89,218.82,Yes
CUST00909,Female,0,No,3,Month-to-month,DSL,No,Yes,No,Credit card,60.38,177.39,Yes
CUST00910,Female,1,Yes,10,One year,DSL,No internet service,No,No,Bank transfer,45.76,446.5,Yes
CUST00911,Female,0,Yes,52,Month-to-month,Fiber optic,Yes,No,No,Mailed check,49.25,2357.18,No
CUST00912,Female,0,Yes,24,One year,DSL,No,No,Yes,Bank transfer,120.0,2660.35,Yes
CUST00913,Female,0,Yes,10,Month-to-month,No,No,No internet service,Yes,Mailed check,88.51,799.17,Yes
CUST00914,Female,0,No,14,One year,No,Yes,No,Yes,Credit card,26.27,354.49,Yes
CUST00915,Male,0,No,1,Month-to-month,DSL,Yes,No,Yes,Mailed check,102.61,96.15,No
CUST00916,Female,0,Yes,72,Month-to-month,DSL,No,No,Yes,Credit card,94.83,6358.04,No
CUST00917,Female,1,Yes,21,Two year,Fiber optic,No,No internet service,Yes,Credit card,57.97,1173.18,No
CUST00918,Female,0,Yes,6,One year,Fiber optic,No,No internet service,No,Credit card,72.67,428.55,Yes
CUST00919,Female,0,No,17,Month-to-month,DSL,No internet service,No,Yes,Bank transfer,64.63,1003.46,No
CUST00920,Male,1,Yes,2,Two year,Fiber optic,No,No internet service,Yes,Credit card,114.31,226.76,Yes
CUST00921,Female,0,No,67,Month-to-month,Fiber optic,No,Yes,No,Mailed check,45.09,2729.28,No
CUST00922,Male,0,No,3,Two year,DSL,Yes,No,Yes,Electronic check,68.65,187.31,No
CUST00923,Female,0,No,20,One year,DSL,Yes,Yes,No,Credit card,54.3,1068.42,No
CUST00924,Female,1,No,5,Month-to-month,Fiber optic,No,Yes,Yes,Mailed check,29.17,138.45,Yes
CUST00925,Male,0,No,25,Month-to-month,DSL,No,No,Yes,Electronic check,119.79,2976.56,No
CUST00926,Male,0,Yes,29,Month-to-month,No,No,No internet service,Yes,Electronic check,35.46,972.98,Yes
CUST00927,Male,0,No,22,Month-to-month,Fiber optic,No,No,No,Electronic check,70.5,1539.54,Yes
CUST00928,Female,0,No,19,One year,Fiber optic,No,No,No,Bank transfer,21.48,377.09,No
CUST00929,Male,0,Yes,44,Month-to-month,No,Yes,Yes,No,Bank transfer,55.02,2328.03,Yes
CUST00930,Male,1,Yes,1,Month-to-month,No,No,No,Yes,Electronic check,75.55,75.51,Yes
CUST00931,Male,0,Yes,8,Two year,Fiber optic,No,No,No,Credit card,44.38,332.89,No
CUST00932,Male,0,Yes,5,Two year,DSL,No,No,No,Electronic check,79.67,358.57,No
CUST00933,Male,0,Yes,72,Month-to-month,Fiber optic,No,No,Yes,Credit card,58.27,3802.77,No
CUST00934,Male,1,No,9,Month-to-month,Fiber optic,No,No,No,Mailed check,94.0,834.08,No
CUST00935,Male,0,No,26,Month-to-month,DSL,No,No,No,Bank transfer,99.04,2444.2,No
CUST00936,Female,1,No,23,Month-to-month,No,No,No,Yes,Mailed check,50.33,1103.96,No
CUST00937,Male,1,No,4,Two year,DSL,No,Yes,Yes,Electronic check,66.92,262.31,No
CUST00938,Female,1,No,5,Month-to-month,DSL,No,No,No,Credit card,69.59,341.39,No
CUST00939,Male,1,No,6,One year,DSL,No,No,Yes,Electronic check,80.48,457.65,No
CUST00940,Female,1,Yes,10,Month-to-month,Fiber optic,Yes,No,No,Credit card,65.36,644.32,No
CUST00941,Male,0,No,5,One year,Fiber optic,No internet service,No,Yes,Bank transfer,69.76,330.26,No
CUST00942,Male,0,Yes,0,One year,DSL,No,No internet service,Yes,Mailed check,58.91,0.0,No
CUST00943,Female,0,No,42,Two year,DSL,Yes,No,Yes,Bank transfer,67.88,2575.38,No
CUST00944,Female,0,No,67,Month-to-month,DSL,No,No,No,Electronic check,97.45,5966.34,No
CUST00945,Female,0,No,8,Month-to-month,Fiber optic,No,No,Yes,Mailed check,81.15,639.55,Yes
CUST00946,Male,0,Yes,8,Month-to-month,DSL,No,No,Yes,Credit card,82.53,614.89,No
CUST00947,Female,0,Yes,0,Two year,No,No,Yes,Yes,Electronic check,83.08,0.0,No
CUST00948,Male,1,Yes,22,Two year,DSL,Yes,No,No,Bank transfer,61.15,1299.96,No
CUST00949,Male,0,Yes,34,One year,No,No,Yes,No,Mailed check,72.97,2379.89,No
CUST00950,Male,0,No,3,One year,DSL,Yes,Yes,No,Bank transfer,37.87,103.18,No
CUST00951,Male,0,Yes,3,One year,Fiber optic,No,No,No,Electronic check,96.72,283.36,Yes
CUST00952,Male,0,No,31,Month-to-month,DSL,No,No,Yes,Mailed check,18.0,536.64,No
CUST00953,Male,0,Yes,19,Two year,DSL,No,No,Yes,Credit card,62.82,1176.31,No
CUST00954,Male,1,No,0,Month-to-month,No,No,No,Yes,Electronic check,93.52,0.0,Yes
CUST00955,Female,0,Yes,19,Month-to-month,No,No,No internet service,No,Bank transfer,30.9,552.72,No
CUST00956,Male,0,Yes,7,Month-to-month,Fiber optic,No,No,No,Bank transfer,74.99,491.93,No
CUST00957,Male,0,No,9,Month-to-month,Fiber optic,Yes,No internet service,No,Bank transfer,47.98,388.83,No
CUST00958,Male,0,No,29,Month-to-month,Fiber optic,Yes,No,No,Bank transfer,55.78,1462.29,Yes
CUST00959,Female,0,Yes,33,One year,No,Yes,No,No,Mailed check,88.65,2671.29,No
CUST00960,Female,0,No,10,Month-to-month,DSL,No,Yes,Yes,Electronic check,69.95,694.57,Yes
CUST00961,Female,1,No,58,One year,Fiber optic,No internet service,No,Yes,Credit card,18.0,1031.54,No
CUST00962,Male,0,No,10,Month-to-month,Fiber optic,No,No,No,Credit card,40.59,385.49,No
CUST00963,Male,0,No,29,Month-to-month,Fiber optic,No,No,No,Electronic check,89.38,2379.53,Yes
CUST00964,Female,1,No,13,Month-to-month,No,No,No,Yes,Mailed check,76.22,906.25,Yes
CUST00965,Male,1,No,45,Month-to-month,DSL,No,No,No,Bank transfer,108.7,4527.64,No
CUST00966,Female,0,No,47,One year,DSL,No,No,Yes,Credit card,107.07,4986.36,No
CUST00967,Female,0,No,1,Month-to-month,Fiber optic,Yes,No,Yes,Credit card,56.44,53.74,No
CUST00968,Male,0,No,55,One year,Fiber optic,No internet service,Yes,No,Credit card,120.0,6470.67,No
CUST00969,Female,0,No,34,Month-to-month,DSL,Yes,Yes,No,Electronic check,65.61,2120.71,Yes
CUST00970,Male,0,Yes,31,One year,Fiber optic,No,No,Yes,Credit card,40.93,1219.28,No
CUST00971,Female,0,Yes,4,Two year,No,No,Yes,Yes,Credit card,49.16,188.97,No
CUST00972,Male,0,No,32,One year,DSL,No internet service,Yes,No,Mailed check,18.0,520.21,No
CUST00973,Female,0,No,37,Month-to-month,Fiber optic,No internet service,No internet service,Yes,Mailed check,105.18,3675.78,Yes
CUST00974,Female,0,Yes,6,Month-to-month,Fiber optic,No internet service,Yes,Yes,Mailed check,104.87,620.67,Yes
CUST00975,Male,1,Yes,60,Month-to-month,Fiber optic,No,No,Yes,Bank transfer,39.61,2255.18,No
CUST00976,Female,0,No,1,One year,No,No,No internet service,Yes,Electronic check,59.3,55.95,No
CUST00977,Female,0,Yes,3,Month-to-month,Fiber optic,Yes,No,No,Electronic check,67.39,192.6,Yes
CUST00978,Female,0,Yes,15,Month-to-month,Fiber optic,No,No,Yes,Electronic check,40.99,576.78,No
CUST00979,Male,0,Yes,17,One year,Fiber optic,No internet service,No internet service,Yes,Mailed check,21.12,341.64,No
CUST00980,Female,0,No,20,Month-to-month,Fiber optic,No,No internet service,No,Electronic check,59.74,1091.49,Yes
CUST00981,Male,0,Yes,0,One year,Fiber optic,Yes,No,No,Bank transfer,56.97,0.0,No
CUST00982,Female,0,No,64,Month-to-month,No,Yes,No,Yes,Electronic check,55.29,3196.78,No
CUST00983,Female,0,No,0,Month-to-month,Fiber optic,No,No,Yes,Credit card,70.57,0.0,No
CUST00984,Female,0,No,3,One year,DSL,Yes,No internet service,No,Credit card,100.74,278.34,No
CUST00985,Male,0,Yes,0,Month-to-month,DSL,No,No internet service,Yes,Credit card,57.42,0.0,No
CUST00986,Female,0,Yes,16,One year,DSL,No,No internet service,Yes,Bank transfer,69.26,1069.56,Yes
CUST00987,Male,0,No,53,Month-to-month,DSL,No,No,Yes,Electronic check,83.17,4401.48,No
CUST00988,Female,0,No,21,Month-to-month,No,Yes,No,No,Mailed check,78.85,1614.39,Yes
CUST00989,Male,0,Yes,34,Two year,Fiber optic,No internet service,No,No,Electronic check,49.64,1561.86,No
CUST00990,Female,0,Yes,0,One year,Fiber optic,No,Yes,No,Credit card,67.41,0.0,Yes
CUST00991,Female,0,No,15,One year,Fiber optic,No,No,No,Electronic check,78.69,1068.19,No
CUST00992,Female,0,No,12,Month-to-month,No,No,Yes,No,Bank transfer,36.79,420.8,Yes
CUST00993,Female,0,Yes,13,One year,Fiber optic,No,No,Yes,Credit card,96.59,1142.59,No
CUST00994,Male,0,Yes,1,Month-to-month,No,No internet service,No internet service,Yes,Credit card,100.79,98.72,No
CUST00995,Female,0,Yes,23,Month-to-month,Fiber optic,No internet service,Yes,No,Bank transfer,46.93,977.57,No
CUST00996,Male,1,Yes,13,Two year,No,Yes,No internet service,No,Bank transfer,69.84,817.98,No
CUST00997,Male,0,Yes,28,Month-to-month,Fiber optic,Yes,Yes,Yes,Mailed check,81.06,2238.26,Yes
CUST00998,Male,0,No,13,Two year,DSL,No,No internet service,Yes,Bank transfer,51.36,663.84,No
CUST00999,Female,1,No,3,Month-to-month,Fiber optic,Yes,No,No,Electronic check,77.04,210.01,Yes
CUST01000,Male,0,Yes,20,Month-to-month,Fiber optic,No internet service,Yes,Yes,Credit card,69.08,1281.98,No
CUST01001,Male,0,No,3,Month-to-month,DSL,No,No,Yes,Mailed check,28.3,82.71,No
CUST01002,Male,0,No,41,Two year,Fiber optic,No,No internet service,Yes,Electronic check,76.48,2991.33,No
CUST01003,Male,0,No,18,One year,DSL,No,No,Yes,Credit card,37.5,671.57,No
CUST01004,Male,0,No,3,Two year,DSL,No,No,Yes,Mailed check,88.48,249.23,No
CUST01005,Female,0,No,65,One year,No,Yes,No internet service,Yes,Credit card,48.22,2821.91,No
CUST01006,Female,0,No,14,One year,Fiber optic,No internet service,Yes,No,Credit card,60.97,769.91,No
CUST01007,Female,0,Yes,1,Two year,No,Yes,No internet service,Yes,Credit card,99.31,94.99,No
CUST01008,Female,0,Yes,19,Month-to-month,Fiber optic,No internet service,No,No,Electronic check,77.41,1434.33,Yes
CUST01009,Female,0,No,5,Month-to-month,Fiber optic,Yes,No,Yes,Electronic check,38.01,186.07,Yes
CUST01010,Male,1,No,32,Month-to-month,Fiber optic,No,Yes,Yes,Credit card,39.63,1256.94,Yes
CUST01011,Female,0,Yes,34,Two year,Fiber optic,Yes,No,No,Credit card,50.02,1569.57,No
CUST01012,Female,0,No,72,Two year,No,No,Yes,No,Mailed check,74.87,5249.62,No
CUST01013,Male,0,Yes,13,Month-to-month,DSL,No,No,No,Mailed check,73.96,944.86,No
CUST01014,Female,0,No,12,One year,No,Yes,No,Yes,Electronic check,43.92,518.41,No
CUST01015,Female,0,Yes,28,Two year,No,No,No,Yes,Credit card,35.82,943.94,No
CUST01016,Male,1,No,2,Month-to-month,Fiber optic,No,No,No,Electronic check,72.04,138.69,No
CUST01017,Female,0,Yes,15,One year,No,No,No,Yes,Electronic check,60.45,866.09,No
CUST01018,Female,0,No,15,Two year,Fiber optic,No,No,No,Bank transfer,118.93,1712.14,No
CUST01019,Female,0,Yes,1,Month-to-month,No,No,No internet service,Yes,Electronic check,65.92,61.19,Yes
CUST01020,Female,0,No,10,One year,Fiber optic,Yes,No,No,Credit card,110.36,1068.64,No
CUST01021,Male,0,Yes,38,Month-to-month,DSL,Yes,Yes,No,Electronic check,35.74,1318.74,Yes
CUST01022,Female,0,No,38,Two year,No,No,No,Yes,Electronic check,25.67,897.03,No
CUST01023,Female,1,Yes,2,Two year,Fiber optic,No internet service,No,Yes,Mailed check,37.0,69.88,No
CUST01024,Female,0,No,1,Two year,Fiber optic,No internet service,Yes,No,Mailed check,94.73,89.26,No
CUST01025,Male,1,No,6,Month-to-month,Fiber optic,No,Yes,No,Electronic check,108.9,637.0,Yes
CUST01026,Female,0,No,41,Two year,DSL,No internet service,No internet service,Yes,Mailed check,45.45,1801.3,No
CUST01027,Female,0,Yes,2,Two year,Fiber optic,No internet service,No,Yes,Mailed check,53.49,101.38,No
CUST01028,Female,0,No,25,Month-to-month,No,Yes,No,Yes,Credit card,35.78,863.42,No
CUST01029,Female,1,Yes,2,Two year,DSL,Yes,No internet service,Yes,Electronic check,19.71,36.51,Yes
CUST01030,Male,0,Yes,19,Month-to-month,DSL,No,Yes,Yes,Credit card,82.96,1455.24,Yes
CUST01031,Male,0,Yes,8,One year,DSL,Yes,No,No,Bank transfer,70.58,521.72,No
CUST01032,Male,1,Yes,31,Month-to-month,Fiber optic,No,No,Yes,Electronic check,65.26,1826.72,No
CUST01033,Male,0,No,5,Month-to-month,Fiber optic,No,Yes,No,Electronic check,30.0,145.37,No
CUST01034,Male,0,Yes,20,Month-to-month,Fiber optic,No,Yes,No,Mailed check,106.0,2117.0,No
CUST01035,Male,0,Yes,5,One year,No,Yes,No,Yes,Electronic check,52.42,243.99,No
CUST01036,Female,0,No,25,Month-to-month,Fiber optic,No,Yes,Yes,Electronic check,78.34,1944.76,No
CUST01037,Female,1,No,41,One year,DSL,No,No,No,Electronic check,28.64,1128.04,Yes
CUST01038,Female,0,No,2,Month-to-month,No,No,No internet service,Yes,Bank transfer,60.24,111.14,Yes
CUST01039,Female,0,No,40,Month-to-month,Fiber optic,No internet service,No,Yes,Bank transfer,72.28,2605.51,No
CUST01040,Male,0,No,18,Month-to-month,Fiber optic,Yes,No,No,Electronic check,73.18,1280.85,No
CUST01041,Female,0,No,2,One year,Fiber optic,No,Yes,Yes,Mailed check,68.87,133.56,No
CUST01042,Male,0,No,11,Month-to-month,No,No,No,Yes,Credit card,77.36,785.37,Yes
CUST01043,Male,0,No,3,One year,Fiber optic,No internet service,No,Yes,Electronic check,36.74,102.87,No
CUST01044,Female,0,Yes,24,Two year,Fiber optic,Yes,No internet service,No,Credit card,69.93,1661.21,Yes
CUST01045,Male,0,No,28,One year,Fiber optic,No,No internet service,Yes,Bank transfer,67.84,1739.43,No
CUST01046,Female,0,No,2,Month-to-month,DSL,No internet service,No,Yes,Credit card,70.79,139.25,Yes
CUST01047,Male,0,Yes,14,Month-to-month,Fiber optic,No,Yes,Yes,Electronic check,66.81,857.63,No
CUST01048,Male,0,No,33,Two year,Fiber optic,Yes,No internet service,No,Credit card,33.17,1037.88,No
CUST01049,Male,0,No,55,Month-to-month,DSL,No,No,No,Bank transfer,32.06,1674.95,No
CUST01050,Female,0,No,14,Two year,DSL,Yes,No,Yes,Bank transfer,18.0,238.7,No
CUST01051,Female,1,Yes,60,Month-to-month,DSL,No,No,No,Mailed check,85.44,4761.36,No
CUST01052,Female,0,No,15,Two year,Fiber optic,No internet service,No,Yes,Electronic check,85.69,1189.38,No
CUST01053,Male,0,Yes,10,One year,No,No,No internet service,Yes,Credit card,86.09,837.93,No
CUST01054,Male,0,Yes,37,Two year,No,Yes,Yes,No,Bank transfer,72.67,2494.03,No
CUST01055,Male,0,No,13,Month-to-month,DSL,No,No internet service,Yes,Electronic check,18.0,224.87,No
CUST01056,Male,0,No,12,One year,Fiber optic,No,Yes,No,Electronic check,39.33,464.72,No
CUST01057,Female,0,No,13,Month-to-month,No,No,No internet service,No,Electronic check,69.26,885.71,No
CUST01058,Female,0,No,37,Month-to-month,DSL,No,No,Yes,Bank transfer,68.39,2319.68,No
CUST01059,Female,0,No,35,One year,Fiber optic,No,Yes,No,Bank transfer,59.43,2008.23,No
CUST01060,Male,0,No,10,Two year,Fiber optic,No,Yes,Yes,Mailed check,74.22,712.68,Yes
CUST01061,Female,0,Yes,8,Two year,DSL,No internet service,No,Yes,Electronic check,65.29,484.82,No
CUST01062,Male,0,No,13,One year,No,No internet service,Yes,No,Mailed check,68.02,830.45,No
CUST01063,Male,0,No,17,Month-to-month,No,Yes,No,No,Mailed check,49.02,773.77,Yes
CUST01064,Male,0,No,5,Month-to-month,DSL,Yes,Yes,Yes,Electronic check,89.55,427.02,No
CUST01065,Female,0,Yes,31,One year,DSL,No,Yes,No,Electronic check,54.23,1648.12,No
CUST01066,Male,0,Yes,13,Month-to-month,DSL,Yes,No,No,Electronic check,31.73,407.44,No
CUST01067,Male,0,Yes,8,Month-to-month,DSL,No,No,Yes,Credit card,45.73,355.7,No
CUST01068,Female,1,No,2,Month-to-month,Fiber optic,No,No,No,Bank transfer,56.29,106.76,Yes
CUST01069,Male,0,No,5,Month-to-month,Fiber optic,Yes,No,Yes,Credit card,89.85,447.37,Yes
CUST01070,Male,0,No,59,Month-to-month,DSL,Yes,No,Yes,Electronic check,63.94,3607.94,No
CUST01071,Female,1,Yes,7,Month-to-month,No,Yes,No,No,Credit card,60.35,400.42,No
CUST01072,Male,0,Yes,3,Month-to-month,Fiber optic,Yes,Yes,Yes,Bank transfer,33.78,99.89,No
CUST01073,Male,0,Yes,12,Month-to-month,DSL,No,Yes,No,Mailed check,84.64,932.86,No
CUST01074,Female,1,Yes,7,Two year,DSL,No,Yes,Yes,Electronic check,48.7,312.19,Yes
CUST01075,Male,0,No,0,Month-to-month,Fiber optic,No internet service,No,Yes,Bank transfer,62.5,0.0,No
CUST01076,Male,0,No,7,Month-to-month,Fiber optic,Yes,No,No,Credit card,102.0,704.76,Yes
CUST01077,Female,0,Yes,15,One year,DSL,No internet service,No,Yes,Electronic check,77.72,1057.7,No
CUST01078,Male,1,Yes,16,Month-to-month,DSL,Yes,No,Yes,Electronic check,24.29,379.47,No
CUST01079,Male,0,Yes,8,Two year,No,No,No,No,Bank transfer,20.76,156.52,Yes
CUST01080,Male,0,Yes,11,One year,No,Yes,No,No,Credit card,63.39,676.63,No
CUST01081,Male,0,No,67,Month-to-month,DSL,No internet service,Yes,Yes,Bank transfer,34.68,2122.56,No
CUST01082,Female,0,No,9,Month-to-month,Fiber optic,Yes,No,Yes,Electronic check,81.21,728.92,Yes
CUST01083,Female,0,No,5,Two year,Fiber optic,No internet service,No,Yes,Mailed check,66.06,326.38,No
CUST01084,Female,0,No,5,Two year,Fiber optic,Yes,No internet service,No,Mailed check,69.13,325.12,Yes
CUST01085,Female,0,Yes,12,Month-to-month,Fiber optic,Yes,No internet service,Yes,Credit card,47.33,561.9,No
CUST01086,Female,0,Yes,28,One year,No,No,No,Yes,Bank transfer,108.53,3006.91,Yes
CUST01087,Male,0,Yes,4,Month-to-month,Fiber optic,No,No internet service,No,Bank transfer,120.0,454.14,No
CUST01088,Male,0,No,24,Two year,Fiber optic,No internet service,No,Yes,Electronic check,58.04,1385.56,No
CUST01089,Male,0,No,0,Month-to-month,Fiber optic,No,No,Yes,Credit card,73.83,0.0,No
CUST01090,Male,0,No,10,Two year,No,No,No internet service,Yes,Bank transfer,67.44,621.61,No
CUST01091,Female,1,Yes,29,One year,Fiber optic,No,No internet service,No,Credit card,58.51,1538.42,No
CUST01092,Male,0,No,8,One year,DSL,No,No,Yes,Bank transfer,44.2,329.95,No
CUST01093,Female,0,Yes,16,Month-to-month,DSL,No,No,Yes,Credit card,37.88,575.1,No
CUST01094,Male,0,Yes,4,Month-to-month,Fiber optic,Yes,No internet service,No,Credit card,36.61,133.15,Yes
CUST01095,Female,0,Yes,27,Month-to-month,DSL,No,No,No,Electronic check,75.13,1854.19,No
CUST01096,Male,0,Yes,1,Month-to-month,Fiber optic,No,Yes,Yes,Credit card,52.01,51.86,No
CUST01097,Female,0,No,38,Month-to-month,No,No,No,Yes,Electronic check,18.0,666.03,Yes
CUST01098,Female,0,No,4,One year,Fiber optic,No internet service,Yes,Yes,Bank transfer,76.12,300.67,No
CUST01099,Female,0,Yes,41,Month-to-month,No,No internet service,No,Yes,Credit card,64.04,2618.07,Yes
CUST01100,Male,0,Yes,8,Month-to-month,DSL,No internet service,No internet service,Yes,Electronic check,98.67,740.27,No
CUST01101,Male,0,Yes,25,Two year,No,Yes,No,Yes,Bank transfer,74.33,1800.25,No
CUST01102,Female,1,Yes,7,Two year,Fiber optic,Yes,No internet service,No,Bank transfer,28.03,180.2,No
CUST01103,Female,1,Yes,47,Two year,Fiber optic,Yes,No internet service,Yes,Bank transfer,18.0,808.07,No
CUST01104,Male,0,No,2,Two year,Fiber optic,No internet service,No internet service,Yes,Credit card,47.01,86.59,No
CUST01105,Female,0,Yes,3,Month-to-month,DSL,Yes,No internet service,Yes,Bank transfer,49.37,135.68,No
CUST01106,Male,0,No,13,Month-to-month,Fiber optic,No,No,No,Credit card,88.58,1047.72,No
CUST01107,Female,0,Yes,1,One year,Fiber optic,Yes,No,Yes,Electronic check,64.78,62.06,No
CUST01108,Male,0,Yes,4,One year,DSL,Yes,No internet service,No,Electronic check,93.34,371.49,No
CUST01109,Female,0,Yes,57,Month-to-month,Fiber optic,Yes,No,Yes,Mailed check,31.88,1657.65,No
CUST01110,Female,0,No,72,Two year,Fiber optic,Yes,No,No,Bank transfer,89.13,6097.98,Yes
CUST01111,Female,0,No,9,Month-to-month,DSL,No,No,Yes,Electronic check,83.02,723.8,No
CUST01112,Female,0,Yes,51,Month-to-month,DSL,No internet service,No,Yes,Bank transfer,18.0,871.72,No
CUST01113,Male,0,No,15,Month-to-month,Fiber optic,No,No,No,Mailed check,98.07,1458.07,No
CUST01114,Male,0,Yes,6,One year,Fiber optic,No,No,Yes,Credit card,67.34,370.36,No
CUST01115,Male,0,No,24,One year,No,No,No,Yes,Electronic check,74.8,1620.02,No
CUST01116,Male,0,Yes,21,Month-to-month,No,No internet service,No,Yes,Bank transfer,43.38,854.78,No
CUST01117,Female,0,No,72,Two year,Fiber optic,No internet service,No,Yes,Bank transfer,96.88,6665.3,No
CUST01118,Male,0,No,6,Month-to-month,Fiber optic,No internet service,Yes,No,Credit card,35.35,196.29,Yes
CUST01119,Male,0,No,22,Month-to-month,Fiber optic,Yes,No,Yes,Bank transfer,85.8,1730.63,Yes
CUST01120,Male,0,Yes,1,Two year,Fiber optic,No internet service,Yes,Yes,Credit card,85.52,83.85,No
CUST01121,Female,0,Yes,2,Two year,DSL,Yes,No internet service,Yes,Credit card,40.65,74.7,No
CUST01122,Male,0,No,0,Two year,Fiber optic,No,No internet service,Yes,Bank transfer,114.58,0.0,No
CUST01123,Male,1,No,72,Two year,Fiber optic,No,No,Yes,Electronic check,70.79,5073.68,No
CUST01124,Male,0,No,32,One year,DSL,No,No internet service,Yes,Credit card,81.35,2502.38,No
CUST01125,Male,0,Yes,30,One year,Fiber optic,No,No,Yes,Bank transfer,26.82,764.19,Yes
CUST01126,Female,0,Yes,14,Month-to-month,No,Yes,Yes,No,Mailed check,117.94,1545.53,Yes
CUST01127,Male,0,No,7,Month-to-month,Fiber optic,No,No,Yes,Bank transfer,34.39,229.18,Yes
CUST01128,Female,0,Yes,3,Month-to-month,Fiber optic,No,Yes,No,Credit card,90.62,264.64,No
CUST01129,Male,0,Yes,6,Month-to-month,No,Yes,No,No,Credit card,40.13,236.51,No
CUST01130,Female,1,No,9,One year,Fiber optic,No,No,Yes,Credit card,49.53,430.16,No
CUST01131,Female,1,No,28,Month-to-month,DSL,No,No,Yes,Electronic check,84.72,2322.42,Yes
CUST01132,Male,1,Yes,15,Month-to-month,DSL,Yes,No,Yes,Mailed check,90.69,1236.34,Yes
CUST01133,Male,0,Yes,1,Month-to-month,Fiber optic,Yes,No,No,Electronic check,33.22,29.95,No
CUST01134,Male,1,No,0,One year,Fiber optic,No internet service,No,No,Electronic check,92.26,0.0,No
CUST01135,Female,0,Yes,2,Month-to-month,DSL,No internet service,No,No,Credit card,91.12,168.79,No
CUST01136,Female,0,No,10,Two year,DSL,Yes,Yes,Yes,Mailed check,41.55,410.42,No
CUST01137,Male,0,Yes,54,Month-to-month,No,No,Yes,Yes,Bank transfer,104.97,5405.28,No
CUST01138,Female,0,Yes,20,Month-to-month,Fiber optic,No,No,No,Bank transfer,28.58,541.79,No
CUST01139,Male,0,No,32,One year,No,No,No,Yes,Credit card,49.38,1544.26,No
CUST01140,Male,0,No,12,Two year,Fiber optic,No,Yes,No,Electronic check,76.98,899.84,No
CUST01141,Male,0,Yes,8,Month-to-month,No,Yes,No,Yes,Electronic check,43.66,338.95,Yes
CUST01142,Male,0,Yes,2,One year,DSL,No,No,Yes,Mailed check,71.6,138.76,Yes
CUST01143,Male,0,Yes,41,One year,Fiber optic,Yes,No internet service,No,Mailed check,71.03,2771.1,No
CUST01144,Female,0,No,30,Month-to-month,DSL,No,No internet service,Yes,Credit card,60.32,1796.3,No
CUST01145,Female,1,Yes,3,Two year,Fiber optic,No internet service,No,No,Credit card,85.81,254.61,No
